yourlistU	UPA	Organisms	UniProtKB	First seen	Last seen	Length
XP_020608898.1	UPI0009E371AA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	744
XP_015765444.1	UPI00077B1B11	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	184
XP_020623360.1	UPI0009E611BA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	223
XP_020629717.1	UPI0009E45F6D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	736
XP_015770912.1	UPI00077A8E78	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	125
XP_020608398.1	UPI0009E598EA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	326
XP_027048497.1	UPI000F5595F4	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	4767
XP_027059456.1	UPI000F54DFDD	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	2702
XP_020608514.1	UPI0009E54245	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	480
XP_020631766.1	UPI0009E508BB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	417
XP_020622206.1	UPI0009E282C8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	951
XP_020611270.1	UPI0009E4A5D2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	4384
XP_020615472.1	UPI0009E48C77	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	242
XP_020624610.1	UPI0009E2B88A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	292
XP_027042524.1	UPI000F418506	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6U092; 	2018-11-13	2021-09-29	355
XP_020624948.1	UPI0009E3DFA9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	126
XP_034311679.1	UPI00148A2B58	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)		2020-05-19	2021-07-12	3748
XP_027036156.1	UPI000F54CBE4	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1162
XP_020610100.1	UPI0009E2F4C3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	609
XP_022801162.1	UPI000C03B12E	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	579
XP_020606930.1	UPI0009E2D82B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	572
XP_022808684.1	UPI000C00D3B0	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RC01; 	2017-10-24	2021-09-29	227
XP_027044314.1	UPI000F3D19C0	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TWI0; 	2018-11-13	2021-09-29	594
XP_020608932.1	UPI0009E266E2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	393
XP_027057371.1	UPI000F54CF46	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	176
XP_020628984.1	UPI0009E51109	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	297
XP_020612706.1	UPI0009E1AB34	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	448
XP_020617150.1	UPI0009E3764B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1251
XP_022788979.1	UPI000C04EB72	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	905
XP_020621251.1	UPI0009E64DCC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	574
XP_027050036.1	UPI000F555D1F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	267
XP_020623623.1	UPI0009E2A56E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	367
XP_022798171.1	UPI000C04929B	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	384
XP_020627555.1	UPI0009E2F73E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	343
XP_014675269.1	UPI000719E955	Priapulus caudatus (Priapulid worm)		2015-12-02	2021-07-12	568
XP_020618584.1	UPI0009E607A5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	346
XP_020610974.1	UPI0009E46373	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	458
XP_020629283.1	UPI0009E26D14	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	308
XP_022800133.1	UPI000C04C616	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1007
XP_020617165.1	UPI0009E51734	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	304
XP_020609444.1	UPI0009E30F12	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1105
XP_022808330.1	UPI000C057051	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	829
XP_020609817.1	UPI0009E28A56	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	366
XP_022791489.1	UPI000C014A09	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4S7P8; 	2017-10-24	2021-09-29	316
XP_020626278.1	UPI0009E5EF80	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	465
XP_022807861.1	UPI000C04C04C	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	454
XP_022793160.1	UPI000C057113	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	154
XP_020626970.1	UPI0009E35D91	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2041
XP_020616211.1	UPI0009E31301	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	329
XP_015772991.1	UPI00077B0924	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	249
XP_020627728.1	UPI0009E2B088	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	494
XP_027046060.1	UPI000F554072	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	607
XP_025753648.1	UPI000DF2F7BE	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)		2018-07-27	2021-07-12	1062
XP_020621002.1	UPI0009E63C38	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	526
XP_027046840.1	UPI000F3FA755	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TQU2; 	2018-11-13	2021-09-29	802
XP_041785915.1	UPI001BE49D49	Anopheles merus (Mosquito)		2021-06-04	2021-07-12	509
XP_020626726.1	UPI0009E5E3BF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	584
XP_020620213.1	UPI0009E4F87D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	360
XP_020608340.1	UPI0009E326FE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	861
XP_022786603.1	UPI000C0169EA	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SDR4; 	2017-10-24	2021-09-29	1073
XP_020631857.1	UPI0009E3B8D5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1207
XP_015766876.1	UPI00077A27B1	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	861
XP_027048279.1	UPI000F3FE4D1	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TM66; 	2018-11-13	2021-09-29	518
XP_020606323.1	UPI0009E3CFDF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	741
XP_020600785.1	UPI0009E402BE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	212
XP_020602870.1	UPI0009E2A20F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	308
XP_027046659.1	UPI000F559989	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1171
XP_022809676.1	UPI000C047DE6	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	369
XP_022805671.1	UPI000C04464D	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	396
XP_027058263.1	UPI000F3B12A7	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UTJ3; 	2018-11-13	2021-09-29	735
XP_022790000.1	UPI000C018551	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4T0L9; 	2017-10-24	2021-09-29	195
XP_028417863.1	UPI00106B4BDD	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	914
XP_015754493.1	UPI00077AEA5F	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1478
XP_027050858.1	UPI000F550C9A	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	288
XP_020625354.1	UPI0009E61EFB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1048
XP_020630484.1	UPI0009E48B59	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	286
XP_022799458.1	UPI000C01EA4E	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RS56; 	2017-10-24	2021-09-29	524
XP_020613402.1	UPI0009E5720A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	9515
XP_020616872.1	UPI0009E3EAB5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	325
XP_027047637.1	UPI000F55456F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	2021
XP_020612085.1	UPI0009E22336	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	373
XP_020612796.1	UPI0009E40B6B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	300
XP_020605887.1	UPI0009E5F65F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1121
XP_015776868.1	UPI000779FBA0	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	659
XP_015754677.1	UPI00077B251F	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	421
XP_027053689.1	UPI000F556FB8	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	985
XP_027053672.1	UPI000F554275	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	309
XP_015766584.1	UPI00077A827B	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	128
XP_027057148.1	UPI000F55823C	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	563
XP_027038556.1	UPI000F3EFE2A	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6U9S3; 	2018-11-13	2021-09-29	537
XP_027038579.1	UPI000F41CC44	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UP05; 	2018-11-13	2021-09-29	267
XP_015766627.1	UPI00077B2003	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	311
XP_027055791.1	UPI000F553DC6	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	778
XP_015761485.1	UPI00077A5C49	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	337
XP_020628668.1	UPI0009E5559E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	325
XP_020608680.1	UPI0009E3A3A6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	455
XP_020605420.1	UPI0009E4F9D2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	318
XP_015760228.1	UPI00077AF391	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	364
XP_015779537.1	UPI00077B1940	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	602
XP_022800328.1	UPI000C051942	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	952
XP_020612770.1	UPI0009E4D3D8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	455
XP_020630066.1	UPI0009E345A7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2737
XP_020626850.1	UPI0009E3585E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	266
XP_020629204.1	UPI0009E2149F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	121
XP_015780691.1	UPI00077A1F5C	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	849
XP_022798381.1	UPI000C038B99	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1103
XP_020608976.1	UPI0009E28007	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1471
XP_020621155.1	UPI0009E2751A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	313
XP_020611873.1	UPI0009E33D45	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	644
XP_020621870.1	UPI0009E2A818	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	390
XP_020609201.1	UPI0009E54C9B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	608
XP_015774328.1	UPI00077A2178	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	439
XP_020600618.1	UPI0009E26A18	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	306
XP_027040877.1	UPI000F559807	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1770
XP_020603914.1	UPI0009E39403	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	286
XP_020601083.1	UPI0009E2859D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	786
XP_020602280.1	UPI0009E37E3E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	299
XP_020626852.1	UPI0009E1F49E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	217
XP_020626499.1	UPI0009E37758	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	341
XP_020607092.1	UPI0009E4FA16	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	675
XP_020614321.1	UPI0009E5CB52	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	578
XP_022796729.1	UPI000C04F21D	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1006
XP_029195478.1	UPI0010FC8932	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	680
XP_015777179.1	UPI00077A5CBA	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	372
XP_022783680.1	UPI000C03EC9E	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	622
XP_022806737.1	UPI000C051855	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	3946
XP_020625324.1	UPI0009E4304E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	587
XP_020622544.1	UPI0009E58238	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	256
XP_015752827.1	UPI00077ACAD6	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	405
XP_020623374.1	UPI0009E2EB82	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1664
XP_020630616.1	UPI0009E6496E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	344
XP_020632133.1	UPI0009E4B5F7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	432
XP_027056075.1	UPI000F54F99A	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	807
XP_022780413.1	UPI000C0446E0	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	267
XP_015765562.1	UPI00077B1D68	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	767
XP_020627211.1	UPI0009E3D045	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	832
XP_020610632.1	UPI0009E304DE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	387
XP_020606844.1	UPI0009E650F3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	140
XP_020619864.1	UPI0009E27317	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	205
XP_015777143.1	UPI00077A0728	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	313
XP_015780087.1	UPI00077AD418	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	227
XP_020620044.1	UPI0009E216F9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	215
XP_015759614.1	UPI00077AA8C7	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	172
XP_020630846.1	UPI0009E48329	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	266
XP_020611984.1	UPI0009E599BC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	779
XP_027038564.1	UPI000F5535E5	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1213
XP_027040503.1	UPI000F54C6BB	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1287
XP_020626047.1	UPI0009E1BECD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	280
XP_020617839.1	UPI0009E51B01	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1070
XP_020610547.1	UPI0009E64B9D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	191
XP_022788851.1	UPI000C03B636	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	274
XP_020601971.1	UPI0009E3C694	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	370
XP_029191623.1	UPI0010FCD3D4	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	576
XP_027054306.1	UPI000F3E075C	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UK77; 	2018-11-13	2021-09-29	366
XP_027046308.1	UPI000F55908C	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	323
XP_015780641.1	UPI00077A9D08	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	676
XP_020615854.1	UPI0009E275A9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	393
XP_015751697.1	UPI000779FBC3	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	335
XP_028417094.1	UPI001069AC8A	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	882
XP_020623458.1	UPI0009E2241E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	350
XP_020612672.1	UPI0009E65778	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	178
XP_020611766.1	UPI0009E341C6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	250
XP_020616724.1	UPI0009E36819	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1573
XP_020606007.1	UPI0009E18F9F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	404
XP_020608759.1	UPI0009E54123	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	194
